4.970873,347,30,1,1,0,0
5.045874,346,30,1,1,0,0
5.050041,346,30,0,1,0,0
5.054207,346,30,1,1,0,0
5.070874,347,31,1,1,0,0
5.07504,347,31,0,1,0,0
5.083374,347,31,1,1,0,0
5.087541,347,31,0,1,0,0
5.091708,345,31,1,1,0,0
5.166708,347,30,0,1,0,0
5.170875,329,19,1,2,1,0
5.170875,330,19,1,2,1,0
5.170875,329,20,1,2,1,0
5.170875,330,20,1,2,1,0
5.175042,345,31,0,1,0,0
5.179208,328,20,1,2,1,0
5.183375,330,20,2,2,1,0
5.183375,331,20,1,2,1,0
5.183375,328,19,1,2,1,0
5.183375,346,30,0,1,0,0
5.187541,331,20,0,2,1,0
5.187541,328,19,0,2,1,0
5.191708,328,19,1,2,1,0
5.195875,330,20,2,2,1,0
5.204208,328,18,1,2,1,0
5.208375,329,20,2,2,1,0
5.229208,327,20,1,2,1,0
5.233375,327,20,0,2,1,0
5.237542,325,20,1,2,1,0
5.237542,326,20,1,2,1,0
5.241708,327,20,1,2,1,0
5.245875,327,20,0,2,1,0
5.250042,329,19,2,2,1,0
5.250042,325,20,0,2,1,0
5.250042,327,20,1,2,1,0
5.254209,326,20,0,2,1,0
5.258376,329,19,2,2,1,0
5.258376,327,20,0,2,1,0
5.262542,325,20,1,2,1,0
5.262542,327,20,1,2,1,0
5.266709,325,20,0,2,1,0
5.270875,327,20,0,2,1,0
5.279209,330,19,0,2,1,0
5.283375,329,20,2,2,1,0
5.291709,330,20,0,2,1,0
5.291709,328,18,0,2,1,0
5.295876,328,20,0,2,1,0
5.300043,328,19,0,2,1,0
5.312542,329,19,0,2,1,0
5.329209,329,20,0,2,1,0
5.345876,325,20,1,2,1,0
5.362543,326,20,1,2,1,0
5.39171,324,20,1,2,1,0
5.400043,326,19,1,2,1,0
5.40421,326,19,0,2,1,0
5.408377,326,19,1,2,1,0
5.408377,325,20,2,2,1,0
5.42921,326,20,0,2,1,0
5.42921,323,20,1,2,1,0
5.44171,326,19,0,2,1,0
5.445877,325,20,2,2,1,0
5.445877,324,20,2,2,1,0
5.445877,313,32,1,3,0,0
5.445877,314,32,1,3,0,0
5.445877,313,33,1,3,0,0
5.450044,312,32,1,3,0,0
5.450044,312,33,1,3,0,0
5.45421,311,32,1,3,0,0
5.45421,311,33,1,3,0,0
5.45421,309,33,1,3,0,0
5.45421,313,32,2,3,0,0
5.458377,310,33,1,3,0,0
5.458377,325,20,0,2,1,0
5.458377,313,32,2,3,0,0
5.458377,314,32,0,3,0,0
5.462543,324,20,2,2,1,0
5.462543,313,33,0,3,0,0
5.466711,323,20,0,2,1,0
5.470877,313,32,0,3,0,0
5.475044,324,20,0,2,1,0
5.47921,309,33,2,3,0,0
5.483377,311,32,0,3,0,0
5.487544,312,32,0,3,0,0
5.487544,312,33,0,3,0,0
5.491711,312,33,1,3,0,0
5.491711,308,33,1,3,0,0
5.495877,312,33,0,3,0,0
5.495877,311,34,1,3,0,0
5.504211,311,34,0,3,0,0
5.508378,311,34,1,3,0,0
5.516711,311,34,0,3,0,0
5.541711,311,33,0,3,0,0
5.554211,310,33,0,3,0,0
5.558378,307,33,1,3,0,0
5.562544,307,33,0,3,0,0
5.566711,307,33,1,3,0,0
5.570878,307,33,0,3,0,0
5.575045,307,33,1,3,0,0
5.591712,309,33,2,3,0,0
5.654212,306,33,1,3,0,0
5.658379,309,33,0,3,0,0
5.700046,307,33,2,3,0,0
5.704212,307,33,2,3,0,0
5.725046,308,32,1,3,0,0
5.725046,307,33,2,3,0,0
5.729212,308,32,0,3,0,0
5.729212,307,33,2,3,0,0
5.745879,293,16,1,4,1,0
5.745879,292,17,1,4,1,0
5.745879,293,17,1,4,1,0
5.745879,308,33,0,3,0,0
5.750046,292,16,1,4,1,0
5.754213,293,16,0,4,1,0
5.754213,292,17,2,4,1,0
5.754213,291,17,1,4,1,0
5.758379,291,16,1,4,1,0
5.762546,291,17,2,4,1,0
5.762546,290,17,1,4,1,0
5.762546,307,33,0,3,0,0
5.766713,290,16,1,4,1,0
5.766713,292,18,1,4,1,0
5.766713,291,18,1,4,1,0
5.770879,306,33,0,3,0,0
5.775046,288,17,1,4,1,0
5.775046,292,18,0,4,1,0
5.779213,293,17,0,4,1,0
5.78338,291,18,0,4,1,0
5.79588,291,17,2,4,1,0
5.804213,292,17,2,4,1,0
5.816713,292,17,2,4,1,0
5.82088,292,17,2,4,1,0
5.841713,288,17,0,4,1,0
5.850047,290,16,0,4,1,0
5.854213,292,16,0,4,1,0
5.85838,290,17,0,4,1,0
5.862547,291,17,0,4,1,0
5.866714,291,16,0,4,1,0
5.866714,292,17,0,4,1,0
5.916714,292,17,2,4,1,0
5.925047,290,16,1,4,1,0
5.925047,292,17,0,4,1,0
5.933381,292,17,2,4,1,0
5.937547,292,17,0,4,1,0
5.958381,290,17,1,4,1,0
5.966714,290,17,0,4,1,0
5.979214,288,17,1,4,1,0
5.979214,290,16,0,4,1,0
6.016715,288,14,1,4,1,0
6.025048,288,14,0,4,1,0
6.029215,288,14,1,4,1,0
6.029215,287,16,1,4,1,0
6.029215,288,16,1,4,1,0
6.037549,287,15,1,4,1,0
6.037549,288,16,0,4,1,0
6.045882,288,16,1,4,1,0
6.054215,288,15,1,4,1,0
6.062548,288,17,2,4,1,0
6.066715,288,17,2,4,1,0
6.075049,288,17,2,4,1,0
6.079216,285,16,1,4,1,0
6.079216,288,17,2,4,1,0
6.083382,287,14,1,4,1,0
6.087549,288,17,0,4,1,0
6.091715,286,16,1,4,1,0
6.112549,285,16,2,4,1,0
6.112549,288,16,0,4,1,0
6.141716,288,15,0,4,1,0
6.145882,286,16,0,4,1,0
6.150049,288,14,0,4,1,0
6.154216,285,16,3,4,1,0
6.158383,287,16,0,4,1,0
6.170883,287,14,0,4,1,0
6.179216,287,15,0,4,1,0
6.183383,285,16,3,4,1,0
6.195883,285,16,3,4,1,0
